fiscal_month,product_code,product_name,variant,gross_price_per_item,total_gross_price
10,A0921150601,AQ Marquee P4,Standard,45.0813,5950.73
12,A0921150601,AQ Marquee P4,Standard,45.0813,5635.16
1,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,10110.43
2,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,14665.68
4,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,31220.11
5,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,9110.5
6,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,9554.91
8,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,4999.66
9,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,4555.25
10,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,11221.46
12,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,111.1036,8554.98
1,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,6297.46
2,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,27906.41
4,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,20497.63
5,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,4568.75
6,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,7408.78
8,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,6420.94
9,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,4939.19
10,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,10619.25
12,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,123.4797,21361.99
1,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,19705.11
2,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,24290.57
4,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,43376.03
5,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,5948.71
6,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,11401.7
8,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,14128.19
9,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,15863.23
10,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,20820.49
12,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,123.9315,6320.51
1,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,13171.98
2,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,17148.43
4,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,32805.7
5,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,5716.14
6,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,3976.45
8,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,17769.75
9,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,15533
10,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,2982.34
12,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,124.264,15781.53
1,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,4276.26
2,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,13995.03
4,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,5960.85
5,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,23843.38
6,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,17364.2
8,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,13087.94
9,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,6738.35
10,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,11792.11
12,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,129.5836,22936.3
1,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,22103.6
2,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,30777.16
4,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,15108.79
5,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,10492.22
6,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,16367.86
8,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,22803.08
9,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,25461.11
10,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,10772.01
12,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,139.8962,21544.01
1,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,15467.77
2,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,13161.17
4,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,6784.11
5,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,26186.66
6,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,3663.42
8,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,5291.61
9,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,17503
10,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,24558.48
12,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,135.6822,26322.35
1,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,24384.76
2,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,37448.03
4,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,40496.12
5,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,25691.09
6,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,5225.31
8,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,23368.73
9,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,5080.16
10,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,18433.72
12,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,145.1474,11902.09
1,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,21869.85
2,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,11864.04
4,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,49886.13
5,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,4859.97
6,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,8004.65
8,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,24156.89
9,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,24442.77
10,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,19296.93
12,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,142.9402,5002.91
1,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,22663.72
2,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,19681.65
4,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,52633.5
5,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,23558.34
6,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,20278.06
8,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,4473.1
9,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,29373.37
10,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,23856.54
12,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,149.1034,16699.58
1,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,16827.44
2,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,8263.48
4,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,39364.19
5,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,9765.93
6,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,15625.48
8,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,14423.52
9,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,7962.99
10,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,9615.68
12,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,150.245,28997.29
1,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,29888.56
2,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,21854
4,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,12694.6
5,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,9480.78
6,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,28281.65
8,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,14301.52
9,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,3535.21
10,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,19765.02
12,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,160.6912,17515.34
1,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,13964.21
2,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,15569.3
4,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,6580.84
5,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,18618.95
6,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,30496.56
8,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,19742.51
9,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,28409.95
10,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,7704.39
12,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,160.5082,13482.69
1,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,13729.49
2,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,6949.5
4,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,29492.98
5,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,27797.98
6,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,16610.99
8,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,29153.98
9,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,15424.49
10,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,9152.99
12,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,169.4999,23560.49
1,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,14820.87
2,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,23995.69
4,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,15526.62
5,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,4940.29
6,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,31406.12
8,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,17996.77
9,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,22584.18
10,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,16232.38
12,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,176.4389,31759
1,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,15275.92
2,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,18442.88
4,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,55328.63
5,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,22541.3
6,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,12854.13
8,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,17697.71
9,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,7824.25
10,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,34277.67
12,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,186.2917,31297.01
1,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,31157.26
2,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,46550.43
4,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,38946.58
5,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,12611.27
6,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,10200.29
8,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,8345.7
9,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,5934.72
10,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,18175.07
12,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,185.4599,12796.73
1,A1618150101,AQ MB Elite,Standard,19.6485,2298.87
2,A1618150101,AQ MB Elite,Standard,19.6485,2043.44
4,A1618150101,AQ MB Elite,Standard,19.6485,3281.3
5,A1618150101,AQ MB Elite,Standard,19.6485,2573.95
6,A1618150101,AQ MB Elite,Standard,19.6485,884.18
8,A1618150101,AQ MB Elite,Standard,19.6485,1630.83
9,A1618150101,AQ MB Elite,Standard,19.6485,746.64
10,A1618150101,AQ MB Elite,Standard,19.6485,2436.41
12,A1618150101,AQ MB Elite,Standard,19.6485,648.4
1,A1618150102,AQ MB Elite,Plus 1,20.4629,2885.27
2,A1618150102,AQ MB Elite,Plus 1,20.4629,2987.58
4,A1618150102,AQ MB Elite,Plus 1,20.4629,1637.03
5,A1618150102,AQ MB Elite,Plus 1,20.4629,1841.66
6,A1618150102,AQ MB Elite,Plus 1,20.4629,2742.03
8,A1618150102,AQ MB Elite,Plus 1,20.4629,1698.42
9,A1618150102,AQ MB Elite,Plus 1,20.4629,1166.39
10,A1618150102,AQ MB Elite,Plus 1,20.4629,2537.4
12,A1618150102,AQ MB Elite,Plus 1,20.4629,838.98
1,A1618150103,AQ MB Elite,Plus 2,21.2017,911.67
2,A1618150103,AQ MB Elite,Plus 2,21.2017,2904.63
4,A1618150103,AQ MB Elite,Plus 2,21.2017,4409.95
5,A1618150103,AQ MB Elite,Plus 2,21.2017,1208.5
6,A1618150103,AQ MB Elite,Plus 2,21.2017,1929.35
8,A1618150103,AQ MB Elite,Plus 2,21.2017,2332.19
9,A1618150103,AQ MB Elite,Plus 2,21.2017,2056.56
10,A1618150103,AQ MB Elite,Plus 2,21.2017,2459.4
12,A1618150103,AQ MB Elite,Plus 2,21.2017,2735.02
1,A1618150104,AQ MB Elite,Premium,21.4489,1437.08
2,A1618150104,AQ MB Elite,Premium,21.4489,2016.2
4,A1618150104,AQ MB Elite,Premium,21.4489,3581.97
5,A1618150104,AQ MB Elite,Premium,21.4489,1951.85
6,A1618150104,AQ MB Elite,Premium,21.4489,1887.5
8,A1618150104,AQ MB Elite,Premium,21.4489,3024.29
9,A1618150104,AQ MB Elite,Premium,21.4489,1115.34
10,A1618150104,AQ MB Elite,Premium,21.4489,815.06
12,A1618150104,AQ MB Elite,Premium,21.4489,1072.45
1,A1718150201,AQ MB Crossx,Standard,21.8879,809.85
2,A1718150201,AQ MB Crossx,Standard,21.8879,3458.29
4,A1718150201,AQ MB Crossx,Standard,21.8879,3589.62
5,A1718150201,AQ MB Crossx,Standard,21.8879,2363.89
6,A1718150201,AQ MB Crossx,Standard,21.8879,1772.92
8,A1718150201,AQ MB Crossx,Standard,21.8879,1772.92
9,A1718150201,AQ MB Crossx,Standard,21.8879,3064.31
10,A1718150201,AQ MB Crossx,Standard,21.8879,1466.49
12,A1718150201,AQ MB Crossx,Standard,21.8879,2867.31
1,A1718150202,AQ MB Crossx,Plus 1,22.8957,2335.36
2,A1718150202,AQ MB Crossx,Plus 1,22.8957,572.39
4,A1718150202,AQ MB Crossx,Plus 1,22.8957,3251.19
5,A1718150202,AQ MB Crossx,Plus 1,22.8957,2495.63
6,A1718150202,AQ MB Crossx,Plus 1,22.8957,3136.71
8,A1718150202,AQ MB Crossx,Plus 1,22.8957,2312.47
9,A1718150202,AQ MB Crossx,Plus 1,22.8957,389.23
10,A1718150202,AQ MB Crossx,Plus 1,22.8957,2358.26
12,A1718150202,AQ MB Crossx,Plus 1,22.8957,1854.55
1,A1718150203,AQ MB Crossx,Plus 2,27.3445,3007.9
2,A1718150203,AQ MB Crossx,Plus 2,27.3445,2078.18
4,A1718150203,AQ MB Crossx,Plus 2,27.3445,3472.75
5,A1718150203,AQ MB Crossx,Plus 2,27.3445,2515.69
6,A1718150203,AQ MB Crossx,Plus 2,27.3445,1011.75
8,A1718150203,AQ MB Crossx,Plus 2,27.3445,2078.18
9,A1718150203,AQ MB Crossx,Plus 2,27.3445,1066.44
10,A1718150203,AQ MB Crossx,Plus 2,27.3445,1585.98
12,A1718150203,AQ MB Crossx,Plus 2,27.3445,2898.52
1,A1718150204,AQ MB Crossx,Premium,28.3991,908.77
2,A1718150204,AQ MB Crossx,Premium,28.3991,1874.34
4,A1718150204,AQ MB Crossx,Premium,28.3991,5424.23
5,A1718150204,AQ MB Crossx,Premium,28.3991,1107.56
6,A1718150204,AQ MB Crossx,Premium,28.3991,3464.69
8,A1718150204,AQ MB Crossx,Premium,28.3991,3748.68
9,A1718150204,AQ MB Crossx,Premium,28.3991,1675.55
10,A1718150204,AQ MB Crossx,Premium,28.3991,567.98
12,A1718150204,AQ MB Crossx,Premium,28.3991,1817.54
1,A1819150301,AQ MB Crossx 2,Standard,28.8615,577.23
2,A1819150301,AQ MB Crossx 2,Standard,28.8615,1327.63
4,A1819150301,AQ MB Crossx 2,Standard,28.8615,1645.11
5,A1819150301,AQ MB Crossx 2,Standard,28.8615,3492.24
6,A1819150301,AQ MB Crossx 2,Standard,28.8615,1327.63
8,A1819150301,AQ MB Crossx 2,Standard,28.8615,1154.46
9,A1819150301,AQ MB Crossx 2,Standard,28.8615,3088.18
10,A1819150301,AQ MB Crossx 2,Standard,28.8615,2828.43
12,A1819150301,AQ MB Crossx 2,Standard,28.8615,3319.07
1,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,1214.2
2,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,4057.97
4,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,1693.48
5,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,543.19
6,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,575.15
8,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,4569.21
9,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,3035.49
10,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,926.62
12,A1819150302,AQ MB Crossx 2,Plus 1,31.9525,3898.21
1,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1545.24
2,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,4925.44
4,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,4056.24
5,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1223.31
6,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1158.93
8,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1158.93
9,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1545.24
10,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,1867.16
12,A1819150303,AQ MB Crossx 2,Plus 2,32.1924,2414.43
1,A1819150304,AQ MB Crossx 2,Premium,32.2612,2709.94
2,A1819150304,AQ MB Crossx 2,Premium,32.2612,5387.62
4,A1819150304,AQ MB Crossx 2,Premium,32.2612,3290.64
5,A1819150304,AQ MB Crossx 2,Premium,32.2612,3645.52
6,A1819150304,AQ MB Crossx 2,Premium,32.2612,1129.14
8,A1819150304,AQ MB Crossx 2,Premium,32.2612,2742.2
9,A1819150304,AQ MB Crossx 2,Premium,32.2612,3161.6
10,A1819150304,AQ MB Crossx 2,Premium,32.2612,1645.32
12,A1819150304,AQ MB Crossx 2,Premium,32.2612,1322.71
1,A1919150401,AQ MB Lito,Standard,33.7609,3477.37
2,A1919150401,AQ MB Lito,Standard,33.7609,3646.18
4,A1919150401,AQ MB Lito,Standard,33.7609,1384.2
5,A1919150401,AQ MB Lito,Standard,33.7609,1755.57
6,A1919150401,AQ MB Lito,Standard,33.7609,1958.13
8,A1919150401,AQ MB Lito,Standard,33.7609,1688.05
9,A1919150401,AQ MB Lito,Standard,33.7609,2295.74
10,A1919150401,AQ MB Lito,Standard,33.7609,2059.41
12,A1919150401,AQ MB Lito,Standard,33.7609,2093.18
1,A1919150402,AQ MB Lito,Plus 1,35.0256,5043.69
2,A1919150402,AQ MB Lito,Plus 1,35.0256,3082.25
4,A1919150402,AQ MB Lito,Plus 1,35.0256,4588.35
5,A1919150402,AQ MB Lito,Plus 1,35.0256,3397.48
6,A1919150402,AQ MB Lito,Plus 1,35.0256,1050.77
8,A1919150402,AQ MB Lito,Plus 1,35.0256,1576.15
9,A1919150402,AQ MB Lito,Plus 1,35.0256,1295.95
10,A1919150402,AQ MB Lito,Plus 1,35.0256,1681.23
12,A1919150402,AQ MB Lito,Plus 1,35.0256,4098
1,A1919150403,AQ MB Lito,Plus 2,35.835,1935.09
2,A1919150403,AQ MB Lito,Plus 2,35.835,2830.97
4,A1919150403,AQ MB Lito,Plus 2,35.835,2615.96
5,A1919150403,AQ MB Lito,Plus 2,35.835,3834.35
6,A1919150403,AQ MB Lito,Plus 2,35.835,4694.39
8,A1919150403,AQ MB Lito,Plus 2,35.835,2615.96
9,A1919150403,AQ MB Lito,Plus 2,35.835,4730.22
10,A1919150403,AQ MB Lito,Plus 2,35.835,2723.46
12,A1919150403,AQ MB Lito,Plus 2,35.835,1361.73
1,A1920150404,AQ MB Lito,Premium,38.978,3157.22
2,A1920150404,AQ MB Lito,Premium,38.978,4560.43
4,A1920150404,AQ MB Lito,Premium,38.978,8068.45
5,A1920150404,AQ MB Lito,Premium,38.978,1013.43
6,A1920150404,AQ MB Lito,Premium,38.978,4326.56
8,A1920150404,AQ MB Lito,Premium,38.978,1831.97
9,A1920150404,AQ MB Lito,Premium,38.978,2767.44
10,A1920150404,AQ MB Lito,Premium,38.978,4755.32
12,A1920150404,AQ MB Lito,Premium,38.978,3897.8
1,A2020150501,AQ MB Lito 2,Standard,41.3696,5915.85
2,A2020150501,AQ MB Lito 2,Standard,41.3696,1075.61
4,A2020150501,AQ MB Lito 2,Standard,41.3696,1406.57
5,A2020150501,AQ MB Lito 2,Standard,41.3696,5378.05
6,A2020150501,AQ MB Lito 2,Standard,41.3696,4095.59
8,A2020150501,AQ MB Lito 2,Standard,41.3696,3226.83
9,A2020150501,AQ MB Lito 2,Standard,41.3696,3557.79
10,A2020150501,AQ MB Lito 2,Standard,41.3696,5543.53
12,A2020150501,AQ MB Lito 2,Standard,41.3696,4219.7
1,A2020150502,AQ MB Lito 2,Plus 1,39.3932,4530.22
2,A2020150502,AQ MB Lito 2,Plus 1,39.3932,6618.06
4,A2020150502,AQ MB Lito 2,Plus 1,39.3932,5830.19
5,A2020150502,AQ MB Lito 2,Plus 1,39.3932,3033.28
6,A2020150502,AQ MB Lito 2,Plus 1,39.3932,3624.17
8,A2020150502,AQ MB Lito 2,Plus 1,39.3932,3112.06
9,A2020150502,AQ MB Lito 2,Plus 1,39.3932,2521.16
10,A2020150502,AQ MB Lito 2,Plus 1,39.3932,1339.37
12,A2020150502,AQ MB Lito 2,Plus 1,39.3932,1615.12
1,A2021150503,AQ MB Lito 2,Plus 2,45.4377,772.44
2,A2021150503,AQ MB Lito 2,Plus 2,45.4377,8133.35
4,A2021150503,AQ MB Lito 2,Plus 2,45.4377,8496.85
5,A2021150503,AQ MB Lito 2,Plus 2,45.4377,1181.38
6,A2021150503,AQ MB Lito 2,Plus 2,45.4377,1681.19
8,A2021150503,AQ MB Lito 2,Plus 2,45.4377,4452.89
9,A2021150503,AQ MB Lito 2,Plus 2,45.4377,3316.95
10,A2021150503,AQ MB Lito 2,Plus 2,45.4377,6452.15
12,A2021150503,AQ MB Lito 2,Plus 2,45.4377,1590.32
1,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,1580.61
2,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,3049.36
4,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,2710.87
5,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,900.68
6,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,1427.55
8,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,856.53
9,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,2890.42
10,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,2443.02
12,A2118150101,AQ Master wired x1 Ms,Standard 1,2.9434,635.77
1,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,707.96
2,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,4443.78
4,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,7263.64
5,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,3187.84
6,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,3059.85
8,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,2627.87
9,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,3619.82
10,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,3111.84
12,A2118150102,AQ Master wired x1 Ms,Standard 2,3.9998,1147.94
1,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,1734.8
2,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,1594.38
4,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,8021.74
5,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,4144.49
6,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,4230.55
8,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,4275.85
9,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,661.31
10,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,3700.6
12,A2118150103,AQ Master wired x1 Ms,Plus 1,4.5295,3600.95
1,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,2184.87
2,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,4939.94
4,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,2946.81
5,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,4294.06
6,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,5071.13
8,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,4576.63
9,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,2593.59
10,A2118150104,AQ Master wired x1 Ms,Plus 2,5.0459,4500.94
